text,label,language,text_clean,label_encoded
"Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
",ham,english,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0
"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
",ham,english,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0
"Tee hee. Off to lecture, cheery bye bye.
",ham,english,"Tee hee. Off to lecture, cheery bye bye.",0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?
",ham,english,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0
"Is that on the telly? No its Brdget Jones!
",ham,english,Is that on the telly? No its Brdget Jones!,0
"Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
",ham,english,Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9.,0
"I'm in a meeting, call me later at
",ham,english,"I'm in a meeting, call me later at",0
"Received, understood n acted upon!
",ham,english,"Received, understood n acted upon!",0
"Need a coffee run tomo?Can't believe it's that time of week already
",ham,english,Need a coffee run tomo?Can't believe it's that time of week already,0
"Can ü all decide faster cos my sis going home liao..
",ham,english,Can ü all decide faster cos my sis going home liao..,0
"How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
",ham,english,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0
"Thank god they are in bed!
",ham,english,Thank god they are in bed!,0
"Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
",smishing,english,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on <PHONE>,1
"Did u fix the teeth?if not do it asap.ok take care.
",ham,english,Did u fix the teeth?if not do it asap.ok take care.,0
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...
",ham,english,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0
"I didnt get anything da
",ham,english,I didnt get anything da,0
"Nah dub but je still buff
",ham,english,Nah dub but je still buff,0
"Win a £1000 cash prize or a prize worth £5000
",smishing,english,Win a £1000 cash prize or a prize worth £5000,1
"I accidentally deleted the message. Resend please.
",ham,english,I accidentally deleted the message. Resend please.,0
"I called but no one pick up e phone. I ask both of them already they said ok.
",ham,english,I called but no one pick up e phone. I ask both of them already they said ok.,0
"Please da call me any mistake from my side sorry da. Pls da goto doctor.
",ham,english,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0
"I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
",ham,english,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0
"How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
",ham,english,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,0
"The evo. I just had to download flash. Jealous?
",ham,english,The evo. I just had to download flash. Jealous?,0
"Adult 18 Content Your video will be with you shortly
",smishing,english,Adult 18 Content Your video will be with you shortly,1
"Yeah, we can probably swing by once my roommate finishes up with his girl
",ham,english,"Yeah, we can probably swing by once my roommate finishes up with his girl",0
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=
",smishing,english,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on <PHONE>or call2optout/F4Q=",1
"Hey now am free you can call me.
",ham,english,Hey now am free you can call me.,0
"Our Prashanthettan's mother passed away last night. pray for her and family.
",ham,english,Our Prashanthettan's mother passed away last night. pray for her and family.,0
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?
",ham,english,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0
"Nothing spl..wat abt u and whr ru?
",ham,english,Nothing spl..wat abt u and whr ru?,0
"I guess it is useless calling u 4 something important.
",ham,english,I guess it is useless calling u 4 something important.,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
",ham,english,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
"Most of the tiime when i don't let you hug me it's so i don't break into tears.
",ham,english,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
"He says hi and to get your ass back to south tampa (preferably at a kegger)
",ham,english,He says hi and to get your ass back to south tampa (preferably at a kegger),0
"* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
",ham,english,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.
",ham,english,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0
"Hai priya are you right. What doctor said pa. Where are you.
",ham,english,Hai priya are you right. What doctor said pa. Where are you.,0
"Howz pain?hope u r fine..
",ham,english,Howz pain?hope u r fine..,0
"So are you guys asking that i get that slippers again or its gone with last year
",ham,english,So are you guys asking that i get that slippers again or its gone with last year,0
"Yeah, that's fine! It's £6 to get in, is that ok? 
",ham,english,"Yeah, that's fine! It's £6 to get in, is that ok?",0
"Well, i'm gonna finish my bath now. Have a good...fine night.
",ham,english,"Well, i'm gonna finish my bath now. Have a good...fine night.",0
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?
",ham,english,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",0
"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
",smishing,english,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1
"K I'll be sure to get up before noon and see what's what
",ham,english,K I'll be sure to get up before noon and see what's what,0
"Are you the cutest girl in the world or what
",ham,english,Are you the cutest girl in the world or what,0
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm
",smishing,english,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call <PHONE>ASAP! Box 97N7QP, 150ppm",1
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. 
",ham,english,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",0
"When are you guys leaving?
",ham,english,When are you guys leaving?,0
"Asking do u knw them or nt? May be ur frnds or classmates?
",ham,english,Asking do u knw them or nt? May be ur frnds or classmates?,0
"Ok c ü then.
",ham,english,Ok c ü then.,0
"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
",smishing,english,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+<EMAIL> 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1
"If you were/are free i can give. Otherwise nalla adi entey nattil kittum
",ham,english,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,0
"Da is good good player.why he is unsold.
",ham,english,Da is good good player.why he is unsold.,0
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
",ham,english,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0
"No probably  &lt;#&gt; %.
",ham,english,No probably &lt;#&gt; %.,0
"Oh baby of the house. How come you dont have any new pictures on facebook
",ham,english,Oh baby of the house. How come you dont have any new pictures on facebook,0
"Jus ans me lar. U'll noe later.
",ham,english,Jus ans me lar. U'll noe later.,0
"(No promises on when though, haven't even gotten dinner yet)
",ham,english,"(No promises on when though, haven't even gotten dinner yet)",0
"Dunno lei... I thk mum lazy to go out... I neva ask her yet...
",ham,english,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,0
"TaKe CaRE n gET WeLL sOOn
",ham,english,TaKe CaRE n gET WeLL sOOn,0
"I've got ten bucks, jay is being noncomittal
",ham,english,"I've got ten bucks, jay is being noncomittal",0
"Oh great. I.ll disturb him more so that we can talk.
",ham,english,Oh great. I.ll disturb him more so that we can talk.,0
"Call me. I m unable to cal. Lets meet bhaskar, and deep
",ham,english,"Call me. I m unable to cal. Lets meet bhaskar, and deep",0
"I cant pick the phone right now. Pls send a message
",ham,english,I cant pick the phone right now. Pls send a message,0
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
",ham,english,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0
"S'fine. Anytime. All the best with it.
",ham,english,S'fine. Anytime. All the best with it.,0
"There the size of elephant tablets & u shove um up ur ass!!
",ham,english,There the size of elephant tablets & u shove um up ur ass!!,0
"(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
",smishing,english,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1
"Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
",ham,english,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,0
